participant_id,TRIAL_INDEX,trial_index,article_batch,article_id,paragraph_id,difficulty_level,repeated_reading_trial,article_title,question,selected_answer,is_correct,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_INTEREST_AREA_ID,NEXT_SAC_DIRECTION,EYE_TRACKED,unique_paragraph_id,unique_trial_id
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,29,24639,182,481.6,408.9,29,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,30,24871,140,962.8,456.4,34,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,31,25036,151,1260.2,451.8,36,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,32,25229,165,1725.9,438.1,39,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,33,25418,160,1563.2,443.2,37,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,34,25613,145,1862.5,435.7,40,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,35,25843,129,622.0,503.9,45,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,36,26012,178,479.4,546.7,43,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,37,26239,173,873.7,579.3,46,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,38,26429,312,779.3,561.9,45,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,39,26789,201,1420.8,558.7,51,.,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,40,27007,130,1392.2,547.3,51,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,41,27177,230,1796.7,545.2,56,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,42,27430,168,1998.8,548.6,59,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,43,27619,150,1835.6,537.2,57,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,44,27847,200,809.1,642.0,64,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,45,28086,172,1204.4,685.1,69,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,46,28292,115,1456.1,660.1,70,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,47,28468,145,875.4,673.7,64,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,48,28629,145,769.7,687.5,64,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,49,28826,200,1502.1,674.4,71,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,50,29043,123,1439.2,667.2,70,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,51,29215,33,949.4,670.9,66,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,52,29275,145,681.7,684.7,63,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,53,29444,262,495.7,682.0,62,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,54,29742,474,837.4,696.3,64,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,55,30301,180,1876.9,569.8,57,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,56,30513,233,2041.6,545.7,59,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,57,30795,129,1867.6,682.7,75,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,58,30948,198,1645.8,691.2,72,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,59,31210,142,1123.1,737.9,83,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,60,31387,142,1026.3,806.3,82,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,61,31562,199,1315.5,810.9,85,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,62,31799,198,1731.2,831.9,89,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,63,32026,185,1934.2,806.8,90,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,64,32233,197,1751.4,802.4,89,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,65,32500,145,897.3,909.6,96,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,66,32685,148,1187.7,917.0,98,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,67,32878,230,1717.8,929.3,103,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,68,33128,156,1663.6,926.4,103,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,69,33448,165,1408.0,1012.2,115,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,70,33673,85,948.9,1009.0,111,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,71,34001,223,1720.0,949.8,118,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,72,34260,179,1955.5,953.3,119,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,73,34456,142,1830.7,933.9,104,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,74,34641,145,2045.5,1037.1,120,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,75,34826,45,1828.3,1031.4,118,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,76,34897,168,1584.8,1044.9,117,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,77,35119,130,1239.5,1143.4,126,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,78,35306,165,782.8,1113.0,124,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,79,35498,256,607.3,1108.4,123,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,80,35811,247,1465.9,1015.2,115,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,81,36111,151,1072.2,1001.5,112,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,82,36364,80,1538.6,892.6,101,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,83,36496,65,1344.2,819.6,85,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,84,36620,147,1037.7,804.8,82,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,85,36806,255,1487.2,790.9,87,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,86,37080,127,1543.2,795.0,87,RIGHT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,1,1,3,0,1,Adv,False,Food Shortages Could Force World into Vegetarianism,"According to Malik Falkenmark's report, what will happen if the world adopts the current diet trends of western nations?",A,True,87,37243,138,1825.8,794.9,89,LEFT,Right,3_0_1_Adv,l42_2070_3_0_1_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,1,4958,243,382.8,196.8,1,RIGHT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,2,5237,189,687.8,181.4,4,RIGHT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,3,5487,329,944.7,162.8,6,LEFT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,4,5858,248,653.0,173.3,4,RIGHT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,5,6154,130,981.2,169.4,6,RIGHT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,6,6310,214,1346.7,187.9,10,RIGHT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,7,6549,143,1547.3,169.0,11,LEFT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,8,6740,154,1032.1,169.4,7,LEFT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,9,6917,245,835.3,179.5,5,LEFT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,10,7184,34,790.9,179.7,5,RIGHT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,11,7261,164,1314.2,170.8,9,LEFT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
l42_2070,3,2,3,0,2,Adv,False,Food Shortages Could Force World into Vegetarianism,Which factor led to the increase in the price of corn and wheat?,A,True,12,7509,242,647.0,193.2,4,LEFT,Right,3_0_2_Adv,l42_2070_3_0_2_Adv_r0
